"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
243,"Liverpool","Bournemouth","Brighton","Southampton","Man City","Swansea","West Brom","Arsenal","Chelsea","Stoke","Everton","West Ham","Newcastle","Man Utd","Tottenham","Burnley","Crystal Palace","Huddersfield","Brighton","Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham","Everton","West Brom"
244,"Liverpool","Bournemouth","Brighton","Southampton","Man City","Swansea","West Brom","Arsenal","Chelsea","Stoke","Everton","West Ham","Newcastle","Man Utd","Tottenham","Burnley","Crystal Palace","Huddersfield","Brighton","Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham","Everton","West Brom"
245,"Liverpool","Bournemouth","Brighton","Southampton","Man City","Swansea","West Brom","Arsenal","Chelsea","Stoke","Everton","West Ham","Newcastle","Man Utd","Tottenham","Burnley","Crystal Palace","Huddersfield","Brighton","Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham","Everton","West Brom"
246,"Liverpool","Bournemouth","Brighton","Southampton","Man City","Swansea","West Brom","Arsenal","Chelsea","Stoke","Everton","West Ham","Newcastle","Man Utd","Tottenham","Burnley","Crystal Palace","Huddersfield","Brighton","Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham","Everton","West Brom"
247,"Liverpool","Bournemouth","Brighton","Southampton","Man City","Swansea","West Brom","Arsenal","Chelsea","Stoke","Everton","West Ham","Newcastle","Man Utd","Tottenham","Burnley","Crystal Palace","Huddersfield","Brighton","Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham","Everton","West Brom"
248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Ham","Everton","West Brom"
249,"Liverpool","Bournemouth","Brighton","Southampton","Man City","Swansea","West Brom","Arsenal","Chelsea","Stoke","Everton","West Ham","Newcastle","Man Utd","Tottenham","Burnley","Crystal Palace","Huddersfield","Brighton","Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham","Everton","West Brom"
250,"Arsenal","Brighton","Man Utd","Southampton","Man City","Swansea","West Brom","Arsenal","Chelsea","Stoke","Everton","West Ham","Newcastle","Man Utd","Tottenham","Burnley","Crystal Palace","Huddersfield","Brighton","Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham","Everton","West Brom"
251,NA,NA,NA,"Southampton","Man City","Swansea","West Brom","Arsenal","Chelsea","Stoke","Everton","West Ham","Newcastle","Man Utd","Tottenham","Burnley","Crystal Palace","Huddersfield","Brighton","Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham","Everton","West Brom"
252,"Bournemouth","Burnley","Stoke","Brighton","West Ham","Arsenal","Watford","Leicester","Southampton","Man City","Huddersfield","Chelsea","Tottenham","Newcastle","Crystal Palace","Swansea","Liverpool","Man Utd","Stoke","Everton","Arsenal","West Ham","Brighton","Everton","Man City","Southampton","Chelsea","Huddersfield","Watford"
253,"Bournemouth","Burnley","Stoke","Brighton","West Ham","Arsenal","Watford","Leicester","Southampton","Man City","Huddersfield","Chelsea","Tottenham","Newcastle","Crystal Palace","Swansea","Liverpool","Man Utd","Stoke","Everton","Arsenal","West Ham","Brighton","Everton","Man City","Southampton","Chelsea","Huddersfield","Watford"
254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man Utd","Stoke","Everton","Arsenal","West Ham","Brighton","Everton","Man City","Southampton","Chelsea","Huddersfield","Watford"
255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man City","Southampton","Chelsea","Huddersfield","Watford"
256,"Leicester","Stoke","Liverpool","Brighton","West Ham","Arsenal","Watford","Leicester","Southampton","Man City","Huddersfield","Chelsea","Tottenham","Newcastle","Crystal Palace","Swansea","Liverpool","Man Utd","Stoke","Everton","Arsenal","West Ham","Brighton","Everton","Man City","Southampton","Chelsea","Huddersfield","Watford"
257,"Bournemouth","Burnley","Stoke","Brighton","West Ham","Arsenal","Watford","Leicester","Southampton","Man City","Huddersfield","Chelsea","Tottenham","Newcastle","Crystal Palace","Swansea","Liverpool","Man Utd","Stoke","Everton","Arsenal","West Ham","Brighton","Everton","Man City","Southampton","Chelsea","Huddersfield","Watford"
258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chelsea","Huddersfield","Watford"
259,"Bournemouth","Burnley","Stoke","Brighton","West Ham","Arsenal","Watford","Leicester","Southampton","Man City","Huddersfield","Chelsea","Tottenham","Newcastle","Crystal Palace","Swansea","Liverpool","Man Utd","Stoke","Everton","Arsenal","West Ham","Brighton","Everton","Man City","Southampton","Chelsea","Huddersfield","Watford"
260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swansea","Liverpool","Man Utd","Stoke","Everton","Arsenal","West Ham","Brighton","Everton","Man City","Southampton","Chelsea","Huddersfield","Watford"
261,"Bournemouth","Burnley","Stoke","Brighton","West Ham","Arsenal","Watford","Leicester","Southampton","Man City","Huddersfield","Chelsea","Tottenham","Newcastle","Crystal Palace","Swansea","Liverpool","Man Utd","Stoke","Everton","Arsenal","West Ham","Brighton","Everton","Man City","Southampton","Chelsea","Huddersfield","Watford"
262,NA,"Burnley","Stoke","Brighton","West Ham","Arsenal","Watford","Leicester","Southampton","Man City","Huddersfield","Chelsea","Tottenham","Newcastle","Crystal Palace","Swansea","Liverpool","Man Utd","Stoke","Everton","Arsenal","West Ham","Brighton","Everton","Man City","Southampton","Chelsea","Huddersfield","Watford"
263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bournemouth","Crystal Palace","Brighton","Watford","Liverpool","Swansea"
264,"Man Utd","Southampton","Newcastle","Huddersfield","West Brom","Tottenham","Swansea","Burnley","Brighton","Crystal Palace","Liverpool","Watford","Leicester","Everton","Man City","Chelsea","Arsenal","Stoke","Newcastle","Bournemouth","West Brom","West Brom","Huddersfield","Bournemouth","Crystal Palace","Brighton","Watford","Liverpool","Swansea"
265,"Man Utd","Southampton","Newcastle","Huddersfield","West Brom","Tottenham","Swansea","Burnley","Brighton","Crystal Palace","Liverpool","Watford","Leicester","Everton","Man City","Chelsea","Arsenal","Stoke","Newcastle","Bournemouth","West Brom","West Brom","Huddersfield","Bournemouth","Crystal Palace","Brighton","Watford","Liverpool","Swansea"
266,"Man Utd","Southampton","Newcastle","Huddersfield","West Brom","Tottenham","Swansea","Burnley","Brighton","Crystal Palace","Liverpool","Watford","Leicester","Everton","Man City","Chelsea","Arsenal","Stoke","Newcastle","Bournemouth","West Brom","West Brom","Huddersfield","Bournemouth","Crystal Palace","Brighton","Watford","Liverpool","Swansea"
267,"Man Utd","Southampton","Newcastle","Huddersfield","West Brom","Tottenham","Swansea","Burnley","Brighton","Crystal Palace","Liverpool","Watford","Leicester","Everton","Man City","Chelsea","Arsenal","Stoke","Newcastle","Bournemouth","West Brom","West Brom","Huddersfield","Bournemouth","Crystal Palace","Brighton","Watford","Liverpool","Swansea"
268,"Man Utd","Southampton","Newcastle","Huddersfield","West Brom","Tottenham","Swansea","Burnley","Brighton","Crystal Palace","Liverpool","Watford","Leicester","Everton","Man City","Chelsea","Arsenal","Stoke","Newcastle","Bournemouth","West Brom","West Brom","Huddersfield","Bournemouth","Crystal Palace","Brighton","Watford","Liverpool","Swansea"
269,"Man Utd","Southampton","Newcastle","Huddersfield","West Brom","Tottenham","Swansea","Burnley","Brighton","Crystal Palace","Liverpool","Watford","Leicester","Everton","Man City","Chelsea","Arsenal","Stoke","Newcastle","Bournemouth","West Brom","West Brom","Huddersfield","Bournemouth","Crystal Palace","Brighton","Watford","Liverpool","Swansea"
270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brighton","Watford","Liverpool","Swansea"
271,"Man Utd","Southampton","Newcastle","Huddersfield","West Brom","Tottenham","Swansea","Burnley","Brighton","Crystal Palace","Liverpool","Watford","Leicester","Everton","Man City","Chelsea","Arsenal","Stoke","Newcastle","Bournemouth","West Brom","West Brom","Huddersfield","Bournemouth","Crystal Palace","Brighton","Watford","Liverpool","Swansea"
272,NA,"Southampton","Newcastle","Huddersfield","West Brom","Tottenham","Swansea","Burnley","Brighton","Crystal Palace","Liverpool","Watford","Leicester","Everton","Man City","Chelsea","Arsenal","Stoke","Newcastle","Bournemouth","West Brom","West Brom","Huddersfield","Bournemouth","Crystal Palace","Brighton","Watford","Liverpool","Swansea"
273,"Man Utd","Southampton","Newcastle","Huddersfield","West Brom","Tottenham","Swansea","Burnley","Brighton","Crystal Palace","Liverpool","Watford","Leicester","Everton","Man City","Chelsea","Arsenal","Stoke","Newcastle","Bournemouth","West Brom","West Brom","Huddersfield","Bournemouth","Crystal Palace","Brighton","Watford","Liverpool","Swansea"
274,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham","Man City","Brighton"
275,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham","Man City","Brighton"
276,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham","Man City","Brighton"
277,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham","Man City","Brighton"
278,NA,NA,NA,NA,NA,"West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham","Man City","Brighton"
279,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Swansea","Everton","Tottenham","Man City","Brighton"
280,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham","Man City","Brighton"
281,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham","Man City","Brighton"
282,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham","Man City","Brighton"
283,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham","Man City","Brighton"
284,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Swansea","Everton","Tottenham","Man City","Brighton"
285,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke","Swansea","Arsenal"
286,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke","Swansea","Arsenal"
287,NA,NA,"Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke","Swansea","Arsenal"
288,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke","Swansea","Arsenal"
289,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke","Swansea","Arsenal"
290,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke","Swansea","Arsenal"
291,NA,NA,NA,NA,NA,NA,NA,"Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke","Swansea","Arsenal"
292,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke","Swansea","Arsenal"
293,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke","Swansea","Arsenal"
294,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke","Swansea","Arsenal"
295,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke","Swansea","Arsenal"
296,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke","Swansea","Arsenal"
297,"Man City","Leicester","Watford","West Brom","Bournemouth","Newcastle","Arsenal","Everton","West Ham","Southampton","Swansea","Stoke","Man Utd","Crystal Palace","Liverpool","Huddersfield","Tottenham","Burnley","Watford","Chelsea","Newcastle","Bournemouth","West Brom","Chelsea","Southampton","West Ham","Stoke","Swansea","Arsenal"
