FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jonjoe,Kenny,DEF,EVE,4200000,0,50,2.6,6.19047619047619E-07,1.19047619047619E-05,0,318446,2,31,0,0,0,0,0,11.9,13,-3,0,50,3,0.2,0,0.8,2,0,5,0,2,3.1,478642,0,0,0,1,1589,6,0,0,309,Stoke,Man City,Liverpool,Swansea,Newcastle,2.1,2.4,2.9,1.7,2.5,1.7,2.8,2.2,59.5
,Ki Sung-yueng,MID,SWA,5000000,0,59,3.5,7E-07,1.18E-05,0,9216,1,19,0,0,0,2,0,11.8,13,0,0,59,0,1.3,0,6.5,9,0,4,0,2,1.8,107989,0,0,0,1,1342,89,0,0,255,Man Utd,West Brom,Everton,Man City,Chelsea,0,1.9,3,4.6,1.9,3.4,3.2,3.8,63.4
,Kiko Femenia,DEF,WAT,4300000,0,52,1.73333333333333,4.03100775193798E-07,1.2093023255814E-05,0,469737,2,22,0,0,0,0,0,12.1,3,-2,0,52,2,0.1,0,0.3,9,0,5,0,1,1.3,487433,0,0,0,1,1248,0,0,0,305,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0,1.2,1.5,1,2.2,1,1.2,0.9,53.5
Andy,King,MID,SWA,4200000,0,31,1.03333333333333,2.46031746031746E-07,7.38095238095238E-06,0,349800,1,13,0,0,0,2,0,7.4,14,-3,0,31,3,0.5,0,2,1,0,0,0,1,3.5,490152,0,0,0,0,614,34,0,0,117,Man Utd,West Brom,Everton,Man City,Chelsea,0,0.5,0.5,0.8,0.5,0.5,0.5,0.5,30.6
Joshua,King,FWD,BOU,7000000,0,71,3,4.28571428571429E-07,1.01428571428571E-05,0,333927,2,24,0,0,0,4,0,10.1,2,-5,0,71,5,0.4,0,2.8,5,0,6,0,3,1.4,101621,0,0,0,0,1778,36,0,0,241,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,3.6,2.7,3.4,2.1,3.1,3.1,3.1,2.5,140.3
Stephen,Kingsley,DEF,SWA,4500000,0,0,0,0,0,0,5925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,Man Utd,West Brom,Everton,Man City,Chelsea,0,0,0,0,0,0,0,0,0
Nya,Kirby,MID,CRY,4500000,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0,0,0,0,0,0,0,0,0
Davy,Klaassen,MID,EVE,6900000,0,4,0.133333333333333,1.93236714975845E-08,5.79710144927536E-07,0,83000,0,4,0,0,0,0,0,0.6,0,-6,0,4,6,0,0,0,0,0,0,0,0,0.4,5756,0,0,0,0,187,0,0,0,10,Stoke,Man City,Liverpool,Swansea,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Ragnar,Klavan,DEF,LIV,4200000,0,62,2.06666666666667,4.92063492063492E-07,1.47619047619048E-05,0,251945,0,13,0,0,0,1,0,14.8,16,-3,0,62,3,0,0,0,7,0,6,0,0,1.4,295868,0,0,0,2,1172,9,0,0,303,Watford,Crystal Palace,Everton,Bournemouth,West Brom,2.1,2.3,1,1.6,1.3,2.2,1.5,2.2,37.9
Anthony,Knockaert,MID,BHA,5500000,0,76,2.9,5.27272727272727E-07,1.38181818181818E-05,0,117411,4,19,0,0,0,3,0,13.8,0,-5,0,76,5,0.5,0,3,6,0,9,0,1,0.6,50653,0,0,0,0,1841,6,0,0,318,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0,3,3.5,1.9,2.6,2,2.5,1.4,124.4
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0,0,0,0,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,Everton,Man Utd,Tottenham,Swansea,West Ham,0,0,0,0,0,0,0,0,0
Sead,Kolasinac,DEF,ARS,5800000,0,80,2.66666666666667,4.59770114942529E-07,1.37931034482759E-05,0,1152325,3,24,0,0,0,1,0,13.8,33,-2,0,80,2,0,0,0,6,0,7,0,4,6.4,822135,0,0,0,1,1656,0,0,0,386,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,0,3,1.6,3.6,1.5,3.1,1.7,96.6
Vincent,Kompany,DEF,MCI,5800000,0,32,1.06666666666667,1.83908045977011E-07,5.51724137931035E-06,0,273176,4,5,0,0,0,0,0,5.5,3,-2,0,32,2,0.3,0,1.5,0,0,4,0,0,2,83096,0,0,0,0,854,8,0,0,188,Everton,Man Utd,Tottenham,Swansea,West Ham,0,0.5,0.6,0.5,0.6,0.6,0.7,0.6,33.8
Terence,Kongolo,DEF,HUD,4400000,0,7,0.233333333333333,5.3030303030303E-08,1.59090909090909E-06,0,1372,0,8,0,0,0,0,0,1.6,4,-1,0,7,1,0.2,0,1,0,0,0,0,0,0,3464,0,0,0,0,417,0,0,0,63,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.4
Laurent,Koscielny,DEF,ARS,6000000,0,98,4.1,6.83333333333333E-07,1.63333333333333E-05,0,161057,4,31,0,0,0,2,0,16.3,13,0,0,98,0,0.2,0,1,16,0,9,0,0,1.9,193594,0,0,0,3,2135,23,0,0,538,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,5.9,5.4,3.3,6.1,3.1,5.6,3.4,92.7
Cheikhou,Kouyate,MID,WHU,5000000,0,63,2.6,5.2E-07,1.26E-05,0,62720,4,42,0,0,0,2,0,12.6,0,0,0,63,0,0.4,0,2,2,0,4,0,2,0.3,75285,0,0,0,0,1990,4,0,0,255,Southampton,Chelsea,Stoke,Arsenal,Man City,0,2.3,1.4,2.5,1.4,1.6,1.6,3.2,79
Tim,Krul,GLK,BHA,4000000,0,0,0,0,0,0,35372,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,67883,0,0,0,0,0,1,0,0,0,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0,0,0,0,0,0,0,0,0
Grzegorz,Krychowiak,MID,WBA,4800000,0,50,2.4,5E-07,1.04166666666667E-05,0,27598,2,29,0,0,0,0,0,10.4,1,-2,0,50,2,0.3,0,1.5,4,0,3,0,3,0.2,31908,0,0,0,0,1479,0,0,0,239,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,1.6,2.2,2.3,1.2,1.7,1.6,1.9,1.4,53.8
Alexandre,Lacazette,FWD,ARS,10200000,0,99,3.8,3.72549019607843E-07,9.70588235294118E-06,0,1770720,1,24,0,0,0,9,0,9.7,29,-3,0,99,3,0,0,0.3,5,0,8,0,4,6.1,1220247,0,0,0,1,1808,0,0,0,369,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,5.3,4.9,3.4,5.1,2.6,4.6,3.2,200
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,152943,0,1,0,0,0,0,0,0.2,4,0,0,1,0,0,0,0,0,0,0,0,0,1.1,208266,0,0,0,0,16,1,0,0,3,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0,0,0,0,0,0,0,0,0.2
Adam,Lallana,MID,LIV,7300000,0,10,0.333333333333333,4.5662100456621E-08,1.36986301369863E-06,0,40555,1,1,0,0,0,0,0,1.4,0,-2,0,10,2,0.1,0,0.8,0,0,1,0,0,0.3,8974,0,0,0,0,185,3,0,0,27,Watford,Crystal Palace,Everton,Bournemouth,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,24.4
Erik,Lamela,MID,TOT,6300000,0,28,0.933333333333333,1.48148148148148E-07,4.44444444444444E-06,0,13875,3,5,0,0,0,0,0,4.4,1,-2,0,28,2,0.2,0,1,0,0,3,0,3,0.1,14507,0,0,0,0,405,0,0,0,88,Chelsea,Stoke,Man City,Brighton,Watford,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47
Manuel,Lanzini,MID,WHU,6600000,0,77,3.9,5.90909090909091E-07,1.16666666666667E-05,0,235126,3,33,0,0,0,3,0,11.7,2,-4,0,77,4,0.1,1,0.8,8,0,4,0,6,0.8,236383,0,0,0,2,1596,5,0,0,361,Southampton,Chelsea,Stoke,Arsenal,Man City,0,4.3,2.8,4.6,2.8,3.2,3.2,5.5,126.5
Aymeric,Laporte,DEF,MCI,5400000,0,14,0.466666666666667,8.64197530864198E-08,2.59259259259259E-06,0,63125,1,1,0,0,0,0,0,2.6,13,-1,0,14,1,0.4,0,2,1,0,2,0,0,1.2,130107,0,0,0,0,270,11,0,0,70,Everton,Man Utd,Tottenham,Swansea,West Ham,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.3
Jamaal,Lascelles,DEF,NEW,4700000,0,88,3.7,7.87234042553191E-07,1.87234042553191E-05,0,744748,3,24,0,0,0,3,0,18.7,27,2,0,88,-2,0.4,0,2,8,0,6,0,0,8.3,1092002,0,0,0,2,2117,34,0,0,405,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,4.7,3.2,5.1,2.8,4.6,4.1,4.5,88.1
,Lee Chung-yong,MID,CRY,4200000,0,5,0.166666666666667,3.96825396825397E-08,1.19047619047619E-06,0,43098,0,3,0,0,0,0,0,1.2,1,-3,0,5,3,0.1,0,0.3,0,0,0,0,0,0.3,45646,0,0,0,0,113,4,0,0,14,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0,0,0,0,4574,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,9589,0,0,0,0,0,0,0,0,0,West Brom,Watford,Leicester,Stoke,Brighton,0,0,0,0,0,0,0,0,0
Florian,Lejeune,DEF,NEW,4300000,0,26,0.866666666666667,2.01550387596899E-07,6.04651162790698E-06,0,35666,3,25,0,0,0,0,0,6,0,-2,0,26,2,0.5,0,2.3,1,0,2,0,0,0.2,8600,0,0,0,0,1293,1,0,0,224,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,0.5,0.4,0.6,0.4,0.5,0.4,0.5,46.7
Jonathan,Leko,MID,WBA,4500000,0,0,0,0,0,0,4444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,0,0,0,0,0,0,0,0,0,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0,0,0,0,0,0,0,0,0
Mario,Lemina,MID,SOU,4800000,0,50,1.66666666666667,3.47222222222222E-07,1.04166666666667E-05,0,29310,1,25,0,0,0,1,0,10.4,4,-2,0,50,2,0.4,0,2,5,0,4,0,0,0.2,28437,0,0,0,0,1445,1,0,0,298,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0,0.9,0.8,0.9,0.9,1.1,1.1,0.8,57
Aaron,Lennon,MID,BUR,5400000,0,41,1.36666666666667,2.53086419753086E-07,7.59259259259259E-06,0,12088,0,18,0,0,0,0,0,7.6,5,-1,0,41,1,0.3,0,1.8,0,0,4,0,2,0.2,12084,0,0,0,0,1161,1,0,0,122,West Brom,Watford,Leicester,Stoke,Brighton,0,0.7,0.7,0.9,0.7,0.8,0.7,0.9,48.5
,Lewis Cook,MID,BOU,4300000,0,43,2,4.65116279069767E-07,1E-05,0,64969,3,27,0,0,0,0,0,10,6,-2,0,43,2,0.5,0,2.3,0,0,2,0,2,1.3,80691,0,0,0,0,1543,15,0,0,241,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,1.9,1.1,1.5,1,1.2,1.3,1.6,1.2,68.7
Anders,Lindegaard,GLK,BUR,4000000,0,0,0,0,0,0,6028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,14773,0,0,0,0,0,2,0,0,0,West Brom,Watford,Leicester,Stoke,Brighton,0,0,0,0,0,0,0,0,0
Victor,Lindelof,DEF,MUN,4900000,0,30,2.5,5.10204081632653E-07,6.12244897959184E-06,0,301030,1,12,0,0,0,0,0,6.1,8,-6,0,30,6,0.2,0,0.8,1,0,3,0,0,1.2,73011,0,0,0,0,923,2,0,0,199,Swansea,Man City,West Brom,Bournemouth,Arsenal,0,2.5,1.5,2.8,1.5,3.2,1.9,2.9,23.5
Jesse,Lingard,MID,MUN,6100000,0,106,3.53333333333333,5.79234972677596E-07,1.73770491803279E-05,0,1045663,2,14,0,0,0,8,0,17.4,179,1,0,106,-1,0.4,0,2.5,10,0,6,0,4,10.9,1617910,0,0,0,2,1382,62,0,0,354,Swansea,Man City,West Brom,Bournemouth,Arsenal,0,4.1,1.8,4.5,3,4.3,2.4,3.8,142
Jake,Livermore,MID,WBA,4800000,0,52,2.1,4.375E-07,1.08333333333333E-05,0,16057,2,28,0,0,0,0,0,10.8,0,-2,0,52,2,0.2,0,0.8,0,0,5,0,1,0.1,9239,0,0,0,0,1861,0,0,0,239,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,1.3,1.8,1.9,1,1.4,1.3,1.5,1.1,54.9
Fernando,Llorente,FWD,TOT,7300000,0,20,1.4,1.91780821917808E-07,2.73972602739726E-06,0,26234,1,1,0,0,0,1,0,2.7,0,-2,0,20,2,0,0,0,2,0,1,0,0,0.2,22188,0,0,0,0,214,0,0,0,62,Chelsea,Stoke,Man City,Brighton,Watford,0,0.7,0.8,0.9,0.7,1,0.7,1.1,20.1
Hugo,Lloris,GLK,TOT,5400000,0,111,4.1,7.59259259259259E-07,2.05555555555556E-05,0,550038,0,23,0,57,0,0,0,20.6,12,-1,0,111,1,0.9,0,5,2,0,13,0,0,8.6,316295,0,0,0,0,2430,29,0,0,530,Chelsea,Stoke,Man City,Brighton,Watford,0,4.2,4.5,4.5,4.3,5.6,3.8,4.9,48.8
Jurgen,Locadia,FWD,BHA,6000000,0,7,0.233333333333333,3.88888888888889E-08,1.16666666666667E-06,0,2025,0,1,0,0,0,1,0,1.2,1,0,0,7,0,0.3,0,1.8,2,0,0,0,0,0.1,5726,0,0,0,0,8,2,0,0,27,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.1
Ruben,Loftus-Cheek,MID,CRY,4400000,0,53,1.76666666666667,4.01515151515152E-07,1.20454545454545E-05,0,888845,0,24,0,0,0,1,0,12,10,-1,0,53,1,0,0,0,2,0,3,0,4,3.3,500517,0,0,0,0,1329,0,0,0,236,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0,0,0,0,0,1.3,0.9,1.6,91.7
Jason,Lokilo,MID,CRY,4300000,0,0,0,0,0,0,16002,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,14042,0,0,0,0,0,0,0,0,0,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0,0,0,0,0,0,0,0,0
Joe,Lolley,MID,HUD,4300000,0,11,1.8,4.18604651162791E-07,2.55813953488372E-06,0,7593,1,5,0,0,0,1,0,2.6,0,-2,0,11,2,0,0,0,0,0,0,0,0,0.1,6829,0,0,0,0,217,0,0,0,28,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,0,0,0,0,0,0,0,0,11.8
Kevin,Long,DEF,BUR,4100000,0,34,1.13333333333333,2.76422764227642E-07,8.29268292682927E-06,0,311731,1,9,0,0,0,0,0,8.3,27,1,0,34,-1,0.2,0,1,4,0,3,0,1,5.6,491466,0,0,0,0,810,9,0,0,164,West Brom,Watford,Leicester,Stoke,Brighton,0,0.6,0.6,0.6,0.6,0.9,0.6,0.6,36.6
Shane,Long,FWD,SOU,5600000,0,39,1.9,3.39285714285714E-07,6.96428571428571E-06,0,59415,4,20,0,0,0,1,0,7,2,-4,0,39,4,0.1,0,0.5,0,0,3,0,2,0.4,40923,0,0,0,0,1142,0,0,0,118,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0,1.3,1,1.1,1.4,1.6,1.3,1.3,67.8
Ademola,Lookman,MID,EVE,5100000,0,10,1.4,2.74509803921569E-07,1.96078431372549E-06,0,9330,0,6,0,0,0,0,0,2,0,-4,0,10,4,0,0,0,0,0,0,0,1,0.1,2247,0,0,0,0,153,0,0,0,30,Stoke,Man City,Liverpool,Swansea,Newcastle,0,0,0,0,0,0,0,0,7.5
Jonas,Lossl,GLK,HUD,4600000,0,104,3.6,7.82608695652174E-07,2.26086956521739E-05,0,398364,0,50,0,80,0,0,0,22.6,11,1,0,104,-1,0.3,0,1.5,10,0,7,0,1,7.3,582423,0,0,2,2,2610,75,0,0,555,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,5.4,2.7,3.2,4.8,3.2,4.1,2.7,5.2,68.3
Dejan,Lovren,DEF,LIV,5300000,1,78,3.4,6.41509433962264E-07,1.47169811320755E-05,0,133971,4,20,0,0,0,1,0,14.7,3,-2,0,78,2,0.4,0,2.3,6,0,8,0,1,1.2,90421,0,0,0,2,1657,14,0,0,405,Watford,Crystal Palace,Everton,Bournemouth,West Brom,4.3,4.1,2.3,3.5,2.9,4.4,3.2,4.5,74
Chris,Lowe,DEF,HUD,4400000,0,50,2.6,5.90909090909091E-07,1.13636363636364E-05,0,273167,0,23,0,0,0,0,0,11.4,0,-1,0,50,1,0,0,0,0,0,6,0,0,1.2,276519,0,0,0,0,1312,2,0,0,262,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,3.9,1.6,1.9,3.1,1.9,2.6,1.5,3.4,32.7
Matthew,Lowton,DEF,BUR,4400000,0,68,4,9.09090909090909E-07,1.54545454545455E-05,0,283295,0,13,0,0,0,0,0,15.5,12,-1,0,68,1,0.6,0,2.8,4,0,6,0,3,3.1,391456,0,0,0,0,1485,26,0,0,312,West Brom,Watford,Leicester,Stoke,Brighton,0,3.8,4.6,4.6,4.5,5.5,4.1,4.3,58.9
Leiva,Lucas,MID,LIV,4500000,0,0,0,0,0,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,Watford,Crystal Palace,Everton,Bournemouth,West Brom,0,0,0,0,0,0,0,0,0
,Lucas Moura,MID,TOT,8000000,0,2,0.0666666666666667,8.33333333333333E-09,2.5E-07,0,8128,0,0,0,0,0,0,0,0.3,2,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0.1,11943,0,0,0,0,31,0,0,0,5,Chelsea,Stoke,Man City,Brighton,Watford,0,0,0,0,0,0,0,0,2.1
Romelu,Lukaku,FWD,MUN,11200000,1,140,4.8,4.28571428571429E-07,1.25E-05,0,3414170,3,22,0,0,0,14,0,12.5,32,-3,0,140,3,0.5,1,5.8,15,0,13,0,6,21.5,1914154,0,0,0,3,2430,45,0,0,502,Swansea,Man City,West Brom,Bournemouth,Arsenal,0,6.4,4.5,7.1,5.3,6.6,4.8,6.6,232.2
Dodi,Lukebakio,MID,WAT,5000000,0,1,0.0333333333333333,6.66666666666667E-09,2E-07,0,87,0,1,0,0,0,0,0,0.2,0,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,151,0,0,0,0,15,0,0,0,5,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0,0,0,0,0,0,0,0,3.6
Levi,Lumeka,MID,CRY,4400000,0,1,0.0333333333333333,7.57575757575758E-09,2.27272727272727E-07,0,661,0,0,0,0,0,0,0,0.2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,748,0,0,0,0,25,1,0,0,3,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0,0,0,0,0,0,0,0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,0,0,0,0,0,0,0,0
Niki,Maenpaa,GLK,BHA,3900000,0,0,0,0,0,0,44762,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,1.3,48006,0,0,0,0,0,36,0,0,0,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,LEI,5600000,0,100,3.4,6.07142857142857E-07,1.78571428571429E-05,0,710690,5,42,0,0,0,2,0,17.9,51,6,0,100,-6,0.1,0,0.8,10,0,7,0,4,13,1272669,0,0,0,1,2610,51,0,0,572,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0,3.3,3.6,3.3,4,4.1,4.7,2.9,127.7
Connor,Mahoney,MID,BOU,4500000,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0
Riyad,Mahrez,MID,LEI,8800000,0,150,5.6,6.36363636363636E-07,1.70454545454545E-05,0,1300415,1,33,0,0,0,9,0,17,41,3,0,150,-3,0.4,0,3.3,17,0,7,0,10,9.5,1608275,0,0,0,3,2147,108,0,0,500,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0,5.3,7.6,5.9,6.9,5.8,7.9,4.8,204
Ainsley,Maitland-Niles,MID,ARS,4500000,0,16,0.533333333333333,1.18518518518519E-07,3.55555555555556E-06,0,10308,0,10,0,0,0,0,0,3.6,2,0,0,16,0,0,0,0,0,0,2,0,0,0.1,14032,0,0,0,0,563,1,0,0,92,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.5
Moses,Makasi,MID,WHU,4500000,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0,0,0,0,0,0,0,0
Scott,Malone,DEF,HUD,4300000,0,30,1,2.32558139534884E-07,6.97674418604651E-06,0,19981,3,21,0,0,0,0,0,7,2,-2,0,30,2,0.1,0,0.3,4,0,2,0,1,0.2,19846,0,0,0,1,926,0,0,0,174,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,1.1,0.5,0.5,0.7,0.5,0.5,0.5,0.8,33.3
Sadio,Mane,MID,LIV,9400000,1,107,4.9,5.21276595744681E-07,1.13829787234043E-05,0,1694088,2,20,0,0,0,8,0,11.4,21,-1,0,107,1,0.5,0,4.8,6,0,10,0,5,8.9,962524,0,0,0,2,1570,153,0,1,362,Watford,Crystal Palace,Everton,Bournemouth,West Brom,5.8,4.8,5.5,6.3,5,6.1,4.4,6.1,167
Eliaquim,Mangala,DEF,EVE,5000000,0,22,0.733333333333333,1.46666666666667E-07,4.4E-06,0,29387,0,7,0,0,0,0,0,4.4,5,0,0,22,0,0.1,0,0.3,0,0,2,0,0,0.2,30926,0,0,0,0,617,0,0,0,118,Stoke,Man City,Liverpool,Swansea,Newcastle,0,0,0,0,0,0.4,0.4,0.4,16.8
Javier,Manquillo,DEF,NEW,4300000,0,45,2.3,5.34883720930233E-07,1.04651162790698E-05,0,110726,2,29,0,0,0,0,0,10.5,0,-2,0,45,2,0.1,0,0.3,1,0,4,0,0,0.7,82974,0,0,0,0,1691,0,0,0,229,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,2.4,1.5,2.7,1.2,2.3,2,2.3,41.3
Solomon,March,MID,BHA,4800000,0,58,1.93333333333333,4.02777777777778E-07,1.20833333333333E-05,0,45610,3,22,0,0,0,1,0,12.1,0,-2,0,58,2,0.2,0,1,0,0,6,0,2,0.2,44915,0,0,0,0,1608,1,0,0,239,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0,1.6,2,1,1.3,1,1.3,1,82.8
Adrian,Mariappa,DEF,WAT,4200000,0,44,2.3,5.47619047619048E-07,1.04761904761905E-05,0,358688,3,27,0,0,0,0,0,10.5,13,2,0,44,-2,0.8,0,3.5,2,0,5,0,0,5.7,488985,0,0,0,1,1479,38,0,0,260,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,1.7,1.9,2.3,1.6,3.2,1.6,1.9,1.4,43.1
Dean,Marney,MID,BUR,4400000,0,0,0,0,0,0,1363,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,967,0,0,0,0,0,0,0,0,0,West Brom,Watford,Leicester,Stoke,Brighton,0,0,0,0,0,0,0,0,0
Anthony,Martial,MID,MUN,7900000,0,118,3.93333333333333,4.9789029535865E-07,1.49367088607595E-05,0,533829,1,11,0,0,0,9,0,14.9,174,-1,0,118,1,0.2,0,1.8,7,0,8,0,6,2.8,575194,0,0,0,1,1334,1,0,0,380,Swansea,Man City,West Brom,Bournemouth,Arsenal,0,0,0,5.3,3.5,5,2.8,4.4,161
Cuco,Martina,DEF,EVE,4400000,0,55,2.6,5.90909090909091E-07,1.25E-05,0,121897,2,30,0,0,0,0,0,12.5,8,-1,0,55,1,0.5,0,2,0,0,5,0,2,2.5,235536,0,0,0,0,1830,17,0,0,367,Stoke,Man City,Liverpool,Swansea,Newcastle,2.1,2.4,2.9,1.7,2.5,1.7,2.8,2.2,74.9
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0,0,0,0,28295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1438,0,0,0,0,0,0,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,0,0,0,0,0,0,0,0
,Martinez,FWD,WHU,5000000,0,0,0,0,0,0,4918,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5040,0,0,0,0,0,0,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0,0,0,0,0,0,0,0
Bruno,Martins Indi,DEF,STK,4900000,0,14,0.466666666666667,9.52380952380952E-08,2.85714285714286E-06,0,2699,1,19,0,0,0,0,0,2.9,1,-1,0,14,1,0.4,0,2,0,0,1,0,0,0,2327,0,0,0,0,741,1,0,0,123,Everton,Arsenal,Tottenham,West Ham,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,20.8
Brandon,Mason,DEF,WAT,3900000,0,0,0,0,0,0,94574,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,1.2,89150,0,0,0,0,0,0,0,0,0,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0,0,0,0,0,0,0,0,0
Arthur,Masuaku,DEF,WHU,4200000,0,39,1.3,3.0952380952381E-07,9.28571428571429E-06,0,156953,5,24,0,0,0,0,0,9.3,4,-3,0,39,3,0,0,0,1,0,3,0,2,0.5,173103,0,0,0,0,1323,1,0,0,247,Southampton,Chelsea,Stoke,Arsenal,Man City,0,1,0.6,1.1,0.6,0.8,0.6,0.8,58.3
