FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Mesut,Ozil,MID,ARS,9300000,0,36,3.6,3.87096774193548E-07,3.87096774193548E-06,0,140318,2,15,0,0,0,1,0,3.9,10758,-2,0,36,2,0.2,0,2.3,4,0,2,0,3,1.7,83298,0,0,0,1,740,686,0,0,182,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,0,0,2.4,2.3,4.8,4.2,2.1,2.2,3.6,2.6,5,3.2,5.2,1.9,2.9,1.8,3.3,2.3,4.1,4,2.4,4.9,1.8,4,2.1,83.6
Alex,Palmer,GLK,WBA,4000000,0,0,0,0,0,0,1959,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0.2,8188,0,0,0,0,0,454,0,0,0,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasey,Palmer,MID,HUD,5300000,0,3,0.230769230769231,4.35413642960813E-08,5.66037735849057E-07,0,4175,2,0,0,0,0,0,0,0.6,30,-2,0,3,2,0,0,0,0,0,1,0,0,0,796,0,0,0,0,123,5,0,0,3,Arsenal,Everton,Brighton,Chelsea,Watford,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.1
Costel,Pantilimon,GLK,WAT,4500000,0,0,0,0,0,0,4525,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0.1,243,0,0,0,0,0,0,0,0,0,Man Utd,Tottenham,Burnley,Crystal Palace,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Payne,MID,HUD,4500000,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,1,0,0,0,Arsenal,Everton,Brighton,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pedro,MID,CHE,7900000,1,37,2.84615384615385,3.60272638753651E-07,4.68354430379747E-06,0,251455,0,4,0,0,0,2,0,4.7,10482,-1,0,37,1,0.1,0,0.7,2,0,3,0,2,1.5,167883,0,0,0,1,506,1086,0,0,111,Swansea,Newcastle,West Ham,Huddersfield,Southampton,2.6,2.7,2.5,2.4,2.1,3,2.1,2.2,1.9,2.4,2.1,2.6,2.6,2.5,1.6,1.7,2.9,2.6,2,2.8,2.6,2.9,3.3,2.2,2.6,40.5
Matthew,Pennington,DEF,EVE,4000000,0,0,0,0,0,0,3980,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1154,0,0,0,0,0,22,0,0,0,West Ham,Huddersfield,Liverpool,Newcastle,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Pereira,MID,MUN,4900000,0,0,0,0,0,0,3774,0,0,0,0,0,0,0,0,16,-1,0,0,1,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,1,0,0,0,Watford,Arsenal,Man City,Bournemouth,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Pereyra,MID,WAT,5800000,1,15,1.15384615384615,1.9893899204244E-07,2.58620689655172E-06,0,10316,0,5,0,0,0,1,0,2.6,124,-2,0,15,2,0.1,0,0.7,0,0,0,0,0,0.1,2485,0,0,0,0,279,90,0,0,47,Man Utd,Tottenham,Burnley,Crystal Palace,Huddersfield,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,14.3
Ayoze,Perez,FWD,NEW,5400000,1,30,2.5,4.62962962962963E-07,5.55555555555556E-06,0,100351,1,9,0,0,0,1,0,5.6,4107,-1,0,30,1,0.2,0,1,2,0,3,0,1,0.9,76381,0,0,0,0,851,1509,0,0,82,West Brom,Chelsea,Leicester,Everton,Arsenal,2,1.6,2.5,3.2,1.2,1.8,2,2.6,2.3,2,1.7,2,2.2,2.5,1.8,1.4,2.2,1.5,2.8,1.9,2.6,2.3,2.8,2.1,1.6,49.3
Lucas,Perez,FWD,ARS,7400000,0,0,0,0,0,0,8559,0,0,0,0,0,0,0,0,34,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,441,0,0,0,0,0,0,0,0,0,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Phillips,MID,WBA,5600000,2,34,2.8,5E-07,6.07142857142857E-06,0,158381,0,10,0,0,0,1,0,6.1,2193,-4,0,34,4,0.3,0,1.7,0,0,4,0,2,0.7,69455,0,0,0,0,711,1957,0,0,110,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,3.1,3.2,2.8,1.4,2.7,1.9,3.5,3.2,2,2.4,2.5,1.4,2.4,2.1,3.3,2.1,2.7,2.3,2.5,3,1.4,2.6,2.2,2.3,1.9,42.6
Jordan,Pickford,GLK,EVE,4800000,0,29,2.2,4.58333333333333E-07,6.04166666666667E-06,0,282696,0,28,0,40,0,0,0,5.9,14350,-2,1,29,2,0.2,0,1,1,0,1,0,0,5.8,80492,0,0,0,0,1170,551,-1,0,214,West Ham,Huddersfield,Liverpool,Newcastle,Swansea,2.6,2.7,1.3,1.4,1.7,1.7,1.7,1.4,2.1,1.5,2.4,1.7,1.1,3.3,2.1,1.7,2.4,1.5,1.4,2.4,1.5,2.1,1.6,1.9,1.6,31.7
Jeremy,Pied,DEF,SOU,4200000,0,0,0,0,0,0,4559,0,0,0,0,0,0,0,0,49,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1330,0,0,0,0,0,18,0,0,0,Man City,Bournemouth,Arsenal,Leicester,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik,Pieters,DEF,STK,4900000,1,22,1.7,3.46938775510204E-07,4.48979591836735E-06,0,35912,1,26,0,0,0,0,0,4.5,1481,-1,0,22,1,0.2,0,1,0,0,2,0,0,0.5,11881,0,0,0,0,1168,143,0,0,174,Liverpool,Swansea,Tottenham,Burnley,West Ham,1.6,1,1.1,1.2,1.7,1.6,1.1,1.2,1.3,0.8,1.8,1.2,1,1.6,0.8,1.1,0.9,1.1,0.8,1.3,1.1,1.3,0.9,2.6,1,32.1
Paul,Pogba,MID,MUN,8000000,3,46,3.53846153846154,4.42307692307692E-07,5.75E-06,0,1658511,1,3,0,0,0,3,0,5.8,36346,0,0,46,0,0.6,0,5,4,0,4,0,4,16.8,1355460,0,0,0,2,519,69651,0,0,154,Watford,Arsenal,Man City,Bournemouth,West Brom,2.5,1.8,2.7,4.5,2.3,2.4,3.9,3.8,3,4,2.4,2,4.8,2.5,3.4,2.1,4.1,2.3,4.5,1.8,4.4,2.7,4.8,1.9,3.1,74.1
Nick,Pope,GLK,BUR,4600000,2,55,5.5,1.19565217391304E-06,1.19565217391304E-05,0,31384,1,6,0,39,0,0,0,12,4033,1,0,55,-1,1.5,0,6.8,9,0,5,0,0,3.9,217405,0,0,0,1,864,30990,0,0,227,Bournemouth,Leicester,Watford,Stoke,Brighton,6.6,5.9,6.7,7.2,7.1,7.1,5,6.7,7.9,6.7,7.2,6.4,5.4,6.8,6.7,6.3,6.9,6.3,7,8.1,6.3,6.9,7.6,5.6,6.8,27.8
Sebastian,Prodl,DEF,WAT,4300000,0,12,0.923076923076923,2.14669051878354E-07,2.7906976744186E-06,0,24893,1,0,0,0,0,0,0,2.8,297,-2,0,12,2,0,0,0,0,0,2,0,0,0.2,7843,0,0,0,0,218,228,0,0,57,Man Utd,Tottenham,Burnley,Crystal Palace,Huddersfield,0.5,0.5,0.5,1.2,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.3,0.5,0.5,0.5,7.1
Davy,Propper,MID,BHA,5400000,2,36,2.8,5.18518518518518E-07,6.66666666666667E-06,0,9908,1,14,0,0,0,0,0,6.7,283,-1,0,36,1,0.6,0,3.3,1,0,4,0,2,0.1,6702,0,0,0,0,1170,535,0,0,192,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,3.2,2.6,1.9,1.8,2.4,1.9,2.1,2.2,2.9,2,2.1,2.1,3.1,1.9,3,3.2,2.6,1.4,2.7,3.2,1.9,2.3,2.1,2.6,1.4,43.2
Marc,Pugh,MID,BOU,4800000,3,16,1.8,3.75E-07,3.33333333333333E-06,0,4767,2,4,0,0,0,0,0,3.3,179,-2,0,16,2,0.6,0,2.7,0,0,4,0,0,0.1,2073,0,0,0,0,533,157,0,0,49,Burnley,Southampton,Crystal Palace,Man Utd,Liverpool,1.1,1.1,0.9,0.9,1.2,0.9,1.5,1.8,0.9,1.6,1,1.1,1.2,1,1.5,1,1.1,1.4,1.1,1.6,0.9,1.3,1.1,1.5,1.1,34.3
Jason,Puncheon,MID,CRY,4600000,0,11,0.846153846153846,1.83946488294314E-07,2.39130434782609E-06,0,55628,4,14,0,0,0,0,0,2.4,1134,-4,0,11,4,0.1,0,0.3,0,0,0,0,0,0.4,11748,0,0,0,0,554,124,0,0,38,Brighton,West Brom,Bournemouth,Watford,Leicester,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,24.3
Collin,Quaner,FWD,HUD,4500000,1,8,0.615384615384615,1.36752136752137E-07,1.77777777777778E-06,0,259290,1,3,0,0,0,0,0,1.8,5822,0,0,8,0,0.1,0,0.3,0,0,0,0,1,4.1,251118,0,0,0,0,95,22919,0,0,25,Arsenal,Everton,Brighton,Chelsea,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.4,0.3,0.3,6.9
Domingos,Quina,MID,WHU,4500000,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,174,0,0,0,Everton,Man City,Chelsea,Arsenal,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Ramsdale,GLK,BOU,4000000,0,0,0,0,0,0,3655,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0.2,13819,0,0,0,0,0,209,0,0,0,Burnley,Southampton,Crystal Palace,Man Utd,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Ramsey,MID,ARS,7100000,6,63,5.3,7.46478873239437E-07,8.87323943661972E-06,0,326578,0,9,0,0,0,3,0,9,15796,1,-1,63,-1,0.7,0,5,5,0,6,0,5,6.4,540293,0,0,0,1,944,34123,1,0,235,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,8,7.3,4.4,4.3,7.9,7.2,3.9,4.2,6.3,4.9,8,5.7,8,3.7,5.2,3.5,5.8,4.3,7,6.9,4.5,8,2.6,6.9,4,94.5
Darren,Randolph,GLK,WHU,4500000,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,1,0,0,0,Everton,Man City,Chelsea,Arsenal,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel,Rangel,DEF,SWA,3900000,0,1,0.0769230769230769,1.9723865877712E-08,2.56410256410256E-07,0,516065,0,0,0,0,0,0,0,0.3,10787,-1,0,1,1,0,0,0,0,0,0,0,0,11.2,205096,0,0,0,0,2,7108,0,0,3,Chelsea,Stoke,West Brom,Man City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Marcus,Rashford,FWD,MUN,7700000,2,52,4,5.19480519480519E-07,6.75324675324675E-06,0,483576,0,4,0,0,0,3,0,6.8,31207,2,-1,52,-2,0.4,0,3,5,0,7,0,4,9.5,643165,0,0,0,0,866,35279,1,0,188,Watford,Arsenal,Man City,Bournemouth,West Brom,3.6,2,4.6,5.1,3.5,3.2,4.5,4.8,4,5.9,2.9,2.5,5.6,3.1,3.8,3.7,5.5,3.1,4.6,2.9,5.8,3.1,5.4,3.2,4.3,80.9
Nathan,Redmond,MID,SOU,6100000,0,31,2.6,4.26229508196721E-07,5.08196721311475E-06,0,332942,1,12,0,0,0,0,0,5.1,8305,-4,0,31,4,0.2,0,1.3,2,0,3,0,2,2.3,75923,0,0,0,0,875,160,0,0,129,Man City,Bournemouth,Arsenal,Leicester,Chelsea,1.3,2.3,2.6,2.2,2.1,2.7,1.8,1.3,2.7,2.2,1.9,1.9,2,2.1,2.1,2,2.2,2.8,2,1.5,1.7,2.1,2.4,2.5,1.3,71.8
Winston,Reid,DEF,WHU,4900000,2,25,2.5,5.10204081632653E-07,5.10204081632653E-06,0,57872,3,18,0,0,0,0,0,5.1,818,-1,0,25,1,0.1,0,0.7,3,0,3,0,0,0.8,12541,0,0,0,0,900,131,0,0,160,Everton,Man City,Chelsea,Arsenal,Stoke,1.2,1.3,2.2,3.1,1.8,2.6,1.7,1.8,3,1.9,2.4,3.8,2,2.5,1.5,1.7,2.5,2.6,2.4,1.9,2.6,1.3,1.8,1.4,2.2,23.9
Declan,Rice,DEF,WHU,4400000,0,4,0.307692307692308,6.99300699300699E-08,9.09090909090909E-07,0,1470,0,6,0,0,0,0,0,0.9,66,-1,0,4,1,0,0,0,0,0,0,0,0,0,1614,0,0,0,0,164,31,0,0,29,Everton,Man City,Chelsea,Arsenal,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3
,Richarlison,MID,WAT,6600000,6,72,5.5,8.33333333333333E-07,1.09090909090909E-05,0,397482,2,20,0,0,0,5,0,10.9,38896,6,-1,72,-6,1.1,0,7,4,0,5,0,5,20.1,1379348,0,0,0,2,1098,67180,1,0,194,Man Utd,Tottenham,Burnley,Crystal Palace,Huddersfield,5.9,5.2,7,6.5,7,6.1,6,6.4,5.2,5.4,6.9,6.5,4.8,6.9,7.1,6.3,5.6,5.2,6.4,5.5,6.6,7,6.3,6.7,4.9,110.9
Jairo,Riedewald,DEF,CRY,4700000,0,4,0.307692307692308,6.54664484451719E-08,8.51063829787234E-07,0,15028,0,4,0,0,0,0,0,0.9,119,-3,0,4,3,0,0,0,0,0,0,0,0,0.1,512,0,0,0,0,124,14,0,0,27,Brighton,West Brom,Bournemouth,Watford,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.5
Matt,Ritchie,MID,NEW,5700000,2,44,3.4,5.96491228070175E-07,7.71929824561404E-06,0,353687,3,16,0,0,0,0,0,7.6,23478,-3,1,44,3,0.4,0,2,3,0,3,0,5,3.1,339786,0,0,0,1,1130,1838,-1,0,220,West Brom,Chelsea,Leicester,Everton,Arsenal,2.7,2.8,3.7,4.5,2,2.7,2.3,3.3,2.6,4,1.8,3.3,2.5,3.6,3.1,1.8,3.3,2.4,4.3,2.8,4.2,3.4,3.8,2.9,2.9,80.2
Andrew,Robertson,DEF,LIV,4600000,0,11,0.846153846153846,1.83946488294314E-07,2.39130434782609E-06,0,105378,0,1,0,0,0,0,0,2.4,1542,-4,0,11,4,0,0,0,3,0,1,0,0,0.8,58195,0,0,0,0,180,65,0,0,47,Stoke,Brighton,Everton,West Brom,Bournemouth,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.5,0.4,0.4,0.8,0.4,0.4,0.4,0.5,0.4,0.6,11.8
Paul,Robinson,GLK,BUR,4500000,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,2,0,0,0,Bournemouth,Leicester,Watford,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Robles,GLK,EVE,4300000,0,0,0,0,0,0,7009,0,0,0,0,0,0,0,0,139,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,784,0,0,0,0,0,25,0,0,0,West Ham,Huddersfield,Liverpool,Newcastle,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hal,Robson-Kanu,FWD,WBA,4900000,1,10,0.769230769230769,1.56985871271586E-07,2.04081632653061E-06,0,40274,1,5,0,0,0,1,0,2,742,-1,0,10,1,0.1,0,0.7,1,0,0,0,0,0.4,18891,0,0,0,0,249,1578,0,1,26,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,0.4,0.6,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,16.1
Joe,Rodon,DEF,SWA,4000000,0,0,0,0,0,0,727,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,251,0,0,0,Chelsea,Stoke,West Brom,Man City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay,Rodriguez,FWD,WBA,5600000,2,32,2.5,4.46428571428571E-07,5.71428571428571E-06,0,148065,2,18,0,0,0,2,0,5.7,2455,-4,0,32,4,0.4,0,2,0,0,4,0,0,0.9,65850,0,0,0,0,1112,9485,0,0,88,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,2.6,3.5,1.8,1.4,2.5,2.4,3.2,2.6,1.8,2.6,2.4,1.7,2.2,1.6,2.7,2.1,2.5,1.8,2,2,1.2,2.7,1.8,2,2.2,51
Marcos,Rojo,DEF,MUN,5400000,0,0,0,0,0,0,3532,0,0,0,0,0,0,0,0,1314,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6880,0,0,0,0,0,971,0,0,0,Watford,Arsenal,Man City,Bournemouth,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio,Romero,GLK,MUN,4800000,0,0,0,0,0,0,5284,0,0,0,0,0,0,0,0,73,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,809,0,0,0,0,0,46,0,0,0,Watford,Arsenal,Man City,Bournemouth,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,WBA,6000000,6,24,2,3.33333333333333E-07,4E-06,0,83638,2,14,0,0,0,2,0,4,1250,-5,0,24,5,0.5,0,2.7,0,0,0,0,0,0.8,33251,0,0,0,0,698,18683,0,0,59,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,1.9,2.6,1.3,1,1.8,1.7,2.4,1.8,1.3,1.9,1.7,1.2,1.5,1.1,2,1.5,1.8,1.3,1.4,1.4,1,1.9,1.3,1.4,1.6,28.9
Wayne,Rooney,FWD,EVE,7200000,0,42,3.8,5.27777777777778E-07,5.83333333333333E-06,0,1060053,3,16,0,0,0,4,0,5.8,37644,-3,1,42,3,0.1,0,0.7,9,0,1,0,0,8.1,607372,0,0,0,0,823,5992,-1,0,169,West Ham,Huddersfield,Liverpool,Newcastle,Swansea,5.1,5,2.8,3.5,3.9,3.2,3.8,3.5,4.6,2.9,5.1,4.6,2.2,5.7,4,3.3,4.8,4.3,3.9,4.8,3.5,4.8,3,4.1,3.5,69.2
Danny,Rose,DEF,TOT,6400000,0,6,0.461538461538462,7.21153846153846E-08,9.375E-07,0,20098,0,0,0,0,0,0,0,0.9,1376,-1,0,6,1,0.3,0,2,0,0,1,0,0,0.3,9347,0,0,0,0,90,511,0,0,21,Leicester,Watford,Stoke,Brighton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.9
Liam,Rosenior,DEF,BHA,3900000,0,3,0.230769230769231,5.91715976331361E-08,7.69230769230769E-07,0,135232,0,3,0,0,0,0,0,0.8,5253,-1,0,3,1,0,0,0,0,0,0,0,0,3.4,155754,0,0,0,0,163,16241,0,0,22,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Wayne,Routledge,MID,SWA,5200000,0,7,0.538461538461538,1.03550295857988E-07,1.34615384615385E-06,0,4438,1,3,0,0,0,0,0,1.3,83,-3,0,7,3,0.1,0,0.3,0,0,1,0,0,0.1,1187,0,0,0,0,156,9,0,0,12,Chelsea,Stoke,West Brom,Man City,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.4
Antonio,Rudiger,DEF,CHE,5800000,0,30,3.3,5.68965517241379E-07,5.17241379310345E-06,0,87169,3,8,0,0,0,0,0,5.2,4115,-2,0,30,2,0.1,0,0.3,3,0,3,0,1,1.7,33970,0,0,0,0,744,925,0,0,170,Swansea,Newcastle,West Ham,Huddersfield,Southampton,2.7,3.3,3.6,3.6,3,2.6,3.8,3.3,2.7,2.7,3.8,3,4.4,3.8,2.3,2.7,4.8,3.7,3.2,4,3.6,4.2,3.4,3.8,3.2,21.1
Mathew,Ryan,GLK,BHA,4500000,3,46,3.5,7.77777777777778E-07,1.02222222222222E-05,0,21551,0,14,0,36,0,0,0,10.2,1068,0,0,46,0,0.8,0,3.7,2,0,4,0,0,0.9,30476,0,0,0,1,1170,3607,0,0,232,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,5.2,4.6,3.4,3.3,3.9,3.9,3.5,3,3.8,3.5,3.5,3.4,4.7,3.3,3.4,4.7,2.4,2.5,3.5,5,3.9,4,3.5,4.1,2.8,25.5
Abdelhamid,Sabiri,MID,HUD,5000000,0,9,0.692307692307692,1.38461538461538E-07,1.8E-06,0,789,1,4,0,0,0,0,0,1.8,32,0,0,9,0,0.1,0,0.3,0,0,1,0,1,0,882,0,0,0,0,187,13,0,0,26,Arsenal,Everton,Brighton,Chelsea,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.4,12.2
Henri,Saivet,MID,NEW,4400000,0,0,0,0,0,0,1811,0,0,0,0,0,0,0,0,61,-1,0,0,1,0,0,0,0,0,0,0,0,0,2151,0,0,0,0,0,56,0,0,0,West Brom,Chelsea,Leicester,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diafra,Sakho,FWD,WHU,5500000,1,16,1.23076923076923,2.23776223776224E-07,2.90909090909091E-06,0,12311,2,7,0,0,0,1,0,2.9,630,0,0,16,0,0.2,0,1,1,0,0,0,1,0.2,11987,0,0,0,0,159,945,0,0,45,Everton,Man City,Chelsea,Arsenal,Stoke,0.7,0.6,0.6,0.9,0.7,0.9,0.6,0.6,1,0.6,0.8,1.3,0.6,0.6,0.6,0.6,0.6,0.8,0.7,0.6,1.1,0.6,0.7,0.6,1.2,12.5
Mamadou,Sakho,DEF,CRY,4900000,11,22,1.69230769230769,3.45368916797488E-07,4.48979591836735E-06,0,11015,1,15,0,0,0,1,0,4.5,565,-1,0,22,1,0.9,0,4.3,5,0,0,0,1,0.4,22991,0,0,0,1,630,7415,0,0,144,Brighton,West Brom,Bournemouth,Watford,Leicester,1,0.9,1.4,1.4,0.8,0.8,1.8,1,0.9,1.4,0.8,0.9,1.5,0.8,1.5,1.5,0.9,0.9,1.7,0.8,1.7,1.3,1.2,0.9,1.7,23.9
Bakary,Sako,MID,CRY,4900000,0,7,0.538461538461538,1.0989010989011E-07,1.42857142857143E-06,0,3855,0,5,0,0,0,0,0,1.4,163,-1,0,7,1,0.1,0,0.3,0,0,0,0,0,0.1,2331,0,0,0,0,149,113,0,0,21,Brighton,West Brom,Bournemouth,Watford,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.2
Mohamed,Salah,MID,LIV,9700000,7,95,7.3,7.52577319587629E-07,9.79381443298969E-06,0,922109,0,13,0,0,0,10,0,9.9,7735,7,-1,95,-7,1.3,1,12.7,10,0,4,0,3,48.3,2079541,0,0,0,4,1018,194633,1,0,267,Stoke,Brighton,Everton,West Brom,Bournemouth,7.3,6.7,11,11,8,6,10.4,10.9,8,8.1,8.5,7.2,10,8,11,11,5.2,8.9,7.2,7.6,10.8,7.7,10.4,7.9,10.2,152
Renato,Sanches,MID,SWA,4700000,3,13,1.9,4.04255319148936E-07,2.76595744680851E-06,0,146236,1,6,0,0,0,0,0,2.8,2435,-3,1,13,3,0.4,0,1.7,0,0,2,0,0,0.5,166002,0,0,0,0,457,258,-1,0,55,Chelsea,Stoke,West Brom,Man City,Everton,1.3,1.2,1.4,1,1.6,1.6,1,1.3,1.1,1.3,1.2,1.6,1.3,1.1,1,1.6,1.2,1.1,1,1.2,1.8,1,1,1.5,1.2,19.1
